Year,MonthNo,Day,Hour,Minute,Property (groups),SumPower
2021,7,3,5,0,"SmartMeter",11247.633768873404
2021,7,3,5,15,"SmartMeter",12101.740000000002
2021,7,3,5,30,"SmartMeter",11094.927774371308
2021,7,3,5,45,"SmartMeter",6694.8143747154672
2021,7,3,6,0,"SmartMeter",5946.1160733701572
2021,7,3,6,15,"SmartMeter",2491.8265797366489
2021,7,3,6,30,"SmartMeter",-1704.1484578640664
2021,7,3,6,45,"SmartMeter",-19662.407868217313
2021,7,3,7,0,"SmartMeter",-40207.064547281225
2021,7,3,7,15,"SmartMeter",-48292.46247746062
2021,7,3,7,30,"SmartMeter",-44284.689973650566
2021,7,3,7,45,"SmartMeter",-29102.734306395148
2021,7,3,8,0,"SmartMeter",-5513.805080414756
2021,7,3,8,15,"SmartMeter",-44359.557152111665
2021,7,3,8,30,"SmartMeter",-62620.64919151408
2021,7,3,8,45,"SmartMeter",-88085.765437790178
2021,7,3,9,0,"SmartMeter",-81465.480481106119
2021,7,3,9,15,"SmartMeter",-90741.427318976246
2021,7,3,9,30,"SmartMeter",-101826.00124172354
2021,7,3,9,45,"SmartMeter",-102185.87496381887
2021,7,3,10,0,"SmartMeter",-100239.4625797589
2021,7,3,10,15,"SmartMeter",-101746.82159103097
2021,7,3,10,30,"SmartMeter",-104205.31952329646
2021,7,3,10,45,"SmartMeter",-112274.51052803636
2021,7,3,11,0,"SmartMeter",-108632.43744347454
2021,7,3,11,15,"SmartMeter",-78924.3754896721
2021,7,3,11,30,"SmartMeter",-55981.937737362787
2021,7,3,11,45,"SmartMeter",-44820.991314517436
2021,7,3,12,0,"SmartMeter",-23633.050787694687
2021,7,3,12,15,"SmartMeter",-19119.812876901557
2021,7,3,12,30,"SmartMeter",-36826.009266807232
2021,7,3,12,45,"SmartMeter",-37885.729842609675
2021,7,3,13,0,"SmartMeter",-47570.72217643469
2021,7,3,13,15,"SmartMeter",-60308.585487100478
2021,7,3,13,30,"SmartMeter",-56326.201007286225
2021,7,3,13,45,"SmartMeter",-45725.682238014859
2021,7,3,14,0,"SmartMeter",-27790.204123946234
2021,7,3,14,15,"SmartMeter",-18833.5330266195
2021,7,3,14,30,"SmartMeter",-21752.257612302772
2021,7,3,14,45,"SmartMeter",-26411.479296560687
2021,7,3,15,0,"SmartMeter",-33021.496300844723
2021,7,3,15,15,"SmartMeter",-47782.883912615165
2021,7,3,15,30,"SmartMeter",-42949.235319650506
2021,7,3,15,45,"SmartMeter",-33812.912701805421
2021,7,3,16,0,"SmartMeter",-17372.931406212152
2021,7,3,16,15,"SmartMeter",-26864.297599868427
2021,7,3,16,30,"SmartMeter",-35894.367210416334
2021,7,3,16,45,"SmartMeter",-37182.8053755193
2021,7,3,17,0,"SmartMeter",-14620.788205879169
2021,7,3,17,15,"SmartMeter",-12900.137135315663
2021,7,3,17,30,"SmartMeter",-27518.1645647653
2021,7,3,17,45,"SmartMeter",-26216.369814254376
2021,7,3,18,0,"SmartMeter",-4807.508965396848
2021,7,3,18,15,"SmartMeter",5201.4699640067665
2021,7,3,18,30,"SmartMeter",9093.8211257968469
2021,7,3,18,45,"SmartMeter",16460.995150912066
2021,7,3,19,0,"SmartMeter",22132.512842760098
2021,7,3,19,15,"SmartMeter",20928.79067518688
2021,7,3,19,30,"SmartMeter",23354.142620103474
2021,7,3,19,45,"SmartMeter",24571.815966386555
2021,7,3,20,0,"SmartMeter",20165.835660581964
2021,7,3,20,15,"SmartMeter",17893.260914106344
2021,7,3,20,30,"SmartMeter",15873.433008363725
2021,7,3,20,45,"SmartMeter",17753.432630458945
2021,7,3,21,0,"SmartMeter",16705.663627313104
2021,7,3,21,15,"SmartMeter",15915.912399242159
2021,7,3,21,30,"SmartMeter",14471.2601333332
2021,7,3,21,45,"SmartMeter",19387.3320940272
2021,7,3,22,0,"SmartMeter",17967.331373415855
2021,7,3,22,15,"SmartMeter",21076.64650963707
2021,7,3,22,30,"SmartMeter",23186.466728892443
2021,7,3,22,45,"SmartMeter",19163.723767752716
2021,7,3,23,0,"SmartMeter",16204.719609313686
2021,7,3,23,15,"SmartMeter",15921.270263308974
2021,7,3,23,30,"SmartMeter",14240.510586604469
2021,7,3,23,45,"SmartMeter",15139.873737373735
2021,7,4,0,0,"SmartMeter",13399.601577954212
2021,7,4,0,15,"SmartMeter",15708.741835016835
2021,7,4,0,30,"SmartMeter",15572.382655400155
2021,7,4,0,45,"SmartMeter",13276.913155363158
2021,7,4,1,0,"SmartMeter",9982.3643678160952
2021,7,4,1,15,"SmartMeter",15623.081413210446
2021,7,4,1,30,"SmartMeter",14090.771825396825
2021,7,4,1,45,"SmartMeter",11442.771906565657
2021,7,4,2,0,"SmartMeter",11912.695192038127
2021,7,4,2,15,"SmartMeter",11197.040677674575
2021,7,4,2,30,"SmartMeter",11576.615288220552
2021,7,4,2,45,"SmartMeter",17567.235966735963
2021,7,4,3,0,"SmartMeter",12780.222938322937
2021,7,4,3,15,"SmartMeter",9824.8377192982443
2021,7,4,3,30,"SmartMeter",11994.791545893719
2021,7,4,3,45,"SmartMeter",14022.522273425497
2021,7,4,4,0,"SmartMeter",18262.193702072345
2021,7,4,4,15,"SmartMeter",11154.754901960783
2021,7,4,4,30,"SmartMeter",10869.722344322343
2021,7,4,4,45,"SmartMeter",10661.301587301587
2021,7,4,5,0,"SmartMeter",11967.393055555556
2021,7,4,5,15,"SmartMeter",7980.525
2021,7,4,5,30,"SmartMeter",9110.0578947368431
2021,7,4,5,45,"SmartMeter",10564.833333333334
2021,7,4,6,0,"SmartMeter",8374.4714646464636
2021,7,4,6,15,"SmartMeter",10011.012591756069
2021,7,4,6,30,"SmartMeter",101.85910594736552
2021,7,4,6,45,"SmartMeter",-19984.139806697764
2021,7,4,7,0,"SmartMeter",349.36602418046232
2021,7,4,7,15,"SmartMeter",-163.39047508361966
2021,7,4,7,30,"SmartMeter",537.19890242597285
2021,7,4,7,45,"SmartMeter",-1900.4682639907351
2021,7,4,8,0,"SmartMeter",-977.16625499329746
2021,7,4,8,15,"SmartMeter",-33826.955531804742
2021,7,4,8,30,"SmartMeter",-66856.229834107085
2021,7,4,8,45,"SmartMeter",-75113.189727887584
2021,7,4,9,0,"SmartMeter",-54784.409232068654
2021,7,4,9,15,"SmartMeter",-73965.7535825151
2021,7,4,9,30,"SmartMeter",-95193.200277309516
2021,7,4,9,45,"SmartMeter",-99614.253762442764
2021,7,4,10,0,"SmartMeter",-72375.987029669472
2021,7,4,10,15,"SmartMeter",-96405.707919425215
2021,7,4,10,30,"SmartMeter",-57310.194033444146
2021,7,4,10,45,"SmartMeter",-79490.9745781223
2021,7,4,11,0,"SmartMeter",-46925.360499454167
2021,7,4,11,15,"SmartMeter",-86212.399114030428
2021,7,4,11,30,"SmartMeter",-70483.284164627854
2021,7,4,11,45,"SmartMeter",-68863.118769793859
2021,7,4,12,0,"SmartMeter",-73795.111693043145
2021,7,4,12,15,"SmartMeter",-106181.1903540669
2021,7,4,12,30,"SmartMeter",-97488.195258423177
2021,7,4,12,45,"SmartMeter",-72636.905193547485
2021,7,4,13,0,"SmartMeter",-64469.053997445488
2021,7,4,13,15,"SmartMeter",-25178.738783294288
2021,7,4,13,30,"SmartMeter",-19654.601375112044
2021,7,4,13,45,"SmartMeter",-30985.012308498153
2021,7,4,14,0,"SmartMeter",-59480.971354229208
2021,7,4,14,15,"SmartMeter",-63243.47447036831
2021,7,4,14,30,"SmartMeter",-80963.861947816185
2021,7,4,14,45,"SmartMeter",-49892.190276783112
2021,7,4,15,0,"SmartMeter",-47153.631050146338
2021,7,4,15,15,"SmartMeter",-38735.586319708324
2021,7,4,15,30,"SmartMeter",-28350.576095494831
2021,7,4,15,45,"SmartMeter",-1162.4341498735264
2021,7,4,16,0,"SmartMeter",15529.603411736298
2021,7,4,16,15,"SmartMeter",14581.6362824523
2021,7,4,16,30,"SmartMeter",16788.556590426782
2021,7,4,16,45,"SmartMeter",19807.039641280906
2021,7,4,17,0,"SmartMeter",12538.766777408635
2021,7,4,17,15,"SmartMeter",6337.14559982501
2021,7,4,17,30,"SmartMeter",7792.0959938686683
2021,7,4,17,45,"SmartMeter",514.76215379278153
2021,7,4,18,0,"SmartMeter",-2728.3311934730091
2021,7,4,18,15,"SmartMeter",-4735.6718384108763
2021,7,4,18,30,"SmartMeter",-20130.318751904812
2021,7,4,18,45,"SmartMeter",-30146.68910551722
2021,7,4,19,0,"SmartMeter",-11083.172459619225
2021,7,4,19,15,"SmartMeter",5100.376396394222
2021,7,4,19,30,"SmartMeter",13991.021567753416
2021,7,4,19,45,"SmartMeter",16530.501052198433
2021,7,4,20,0,"SmartMeter",11020.875409740329
2021,7,4,20,15,"SmartMeter",8992.8510807182247
2021,7,4,20,30,"SmartMeter",11427.12153201878
2021,7,4,20,45,"SmartMeter",14565.596897346039
2021,7,4,21,0,"SmartMeter",12967.492467700948
2021,7,4,21,15,"SmartMeter",23231.535561462362
2021,7,4,21,30,"SmartMeter",24547.412474325207
2021,7,4,21,45,"SmartMeter",22044.049859323091
2021,7,4,22,0,"SmartMeter",20254.056643960328
2021,7,4,22,15,"SmartMeter",19121.749362041468
2021,7,4,22,30,"SmartMeter",14863.625124311804
2021,7,4,22,45,"SmartMeter",13842.723342369702
2021,7,4,23,0,"SmartMeter",15430.871375152625
2021,7,4,23,15,"SmartMeter",13091.394247415994
2021,7,4,23,30,"SmartMeter",13124.227059865954
2021,7,4,23,45,"SmartMeter",13280.051261476667
2021,7,6,0,0,"SmartMeter",18753.295977878326
2021,7,6,0,15,"SmartMeter",15331.599767656466
2021,7,6,0,30,"SmartMeter",16295.652017744897
2021,7,6,0,45,"SmartMeter",17285.795931003977
2021,7,6,1,0,"SmartMeter",16664.730585480094
2021,7,6,1,15,"SmartMeter",15280.731292517006
2021,7,6,1,30,"SmartMeter",11615.571590909094
2021,7,6,1,45,"SmartMeter",10810.343162393161
2021,7,6,2,0,"SmartMeter",9010.0820994794667
2021,7,6,2,15,"SmartMeter",10640.106963838167
2021,7,6,2,30,"SmartMeter",10484.760010319915
2021,7,6,2,45,"SmartMeter",10704.758034122742
2021,7,6,3,0,"SmartMeter",10153.979370629369
2021,7,6,3,15,"SmartMeter",11823.574038461538
2021,7,6,3,30,"SmartMeter",9952.3861617578314
2021,7,6,3,45,"SmartMeter",8835.3833333333332
2021,7,6,4,0,"SmartMeter",10260.944444444443
2021,7,6,4,15,"SmartMeter",3986.6666666666665
2021,7,6,4,30,"SmartMeter",4986.9523809523807
2021,7,6,4,45,"SmartMeter",6612.1428571428569
2021,7,6,5,0,"SmartMeter",7203.7833333333328
2021,7,6,5,15,"SmartMeter",7905.5
2021,7,6,5,30,"SmartMeter",5165.6666666666661
2021,7,6,5,45,"SmartMeter",4453.3297619047626
2021,7,6,6,0,"SmartMeter",816.96277195027187
2021,7,6,6,15,"SmartMeter",3696.6496392496392
